Tópico,Palavras,Pesos
968,"oliveira, nelma, cristina, juscelino, jomar, citati, ana, carlos, oliver, video","[0.436, 0.1042, 0.1038, 0.0929, 0.0862, 0.0862, 0.0847, 0.0578, 0.0571, 0.0534]"
969,"criss, paulo, video, gessilda, cris, priscila, , , , ","[0.2263, 0.1751, 0.0986, 0.0866, 0.0423, 0.0413, 0.0, 0.0, 0.0, 0.0]"
970,"luciana, contato, investidores, parabens, feedback, vez, ativar, outros, bot, entao","[0.2071, 0.0674, 0.0641, 0.037, 0.035, 0.0336, 0.0332, 0.0327, 0.0301, 0.0287]"
971,"aderiram, assistiu, 1087731, alguns, procrastinando, 1762435, reuniram, confirmados, partida, juntam","[0.1618, 0.1109, 0.0907, 0.0878, 0.0745, 0.072, 0.0627, 0.0592, 0.0583, 0.058]"
972,"otimo, promocional, promo, pedi, pacote, consegui, legal, totalmente, pronto, stormpay","[0.1503, 0.1263, 0.1083, 0.1026, 0.0946, 0.0749, 0.065, 0.0573, 0.0548, 0.0543]"
973,"paranapesquisas, parashiot, paralisacao, paralizacao, parana, paralizado, terca, palhoca, quartafeira, cruciais","[0.6776, 0.1267, 0.0987, 0.0889, 0.0873, 0.0845, 0.0782, 0.0613, 0.0601, 0.0599]"
974,"ministerio, defesa, mucuri, cirurgica, jequitinhonha, vales, professor, universidade, relatorio, analise","[0.0792, 0.0766, 0.0621, 0.0524, 0.0519, 0.0488, 0.048, 0.047, 0.0403, 0.0389]"
975,"lulaflix, atenda, recorre, finge, escandalos, espalhe, sujeito, aproveite, ar, chance","[0.2231, 0.1341, 0.1262, 0.1198, 0.0967, 0.0884, 0.0737, 0.0699, 0.0491, 0.0428]"
976,"frank, marcelo, foto, marcio, marcilio, marcopolo, milton, henrique, fernandez, costa","[0.4525, 0.3894, 0.169, 0.0898, 0.0866, 0.0725, 0.0439, 0.0416, 0.0387, 0.0167]"
977,"derci, amo, jesus, video, , , , , , ","[1.0713, 0.5724, 0.1634, 0.0493, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
978,"flavia, flavio, florentino, flavinha, managing, tool, groups, professional, welcome, murilo","[0.1146, 0.1035, 0.0645, 0.0413, 0.0375, 0.0375, 0.0374, 0.0374, 0.037, 0.0259]"
979,"biometria, assinar, assinei, biometrico, funcionou, mesaria, polegar, teoria, fiz, precisava","[0.1678, 0.0411, 0.0323, 0.0267, 0.0195, 0.0172, 0.0156, 0.0152, 0.0141, 0.014]"
980,"pordentrodapolitica, ocupado, espectador, silenciosas, distracao, publico, tranquilas, inferiores, emocional, estrategia","[0.0836, 0.0281, 0.0263, 0.0253, 0.0248, 0.0242, 0.0231, 0.0204, 0.0203, 0.0199]"
981,"tiago, managing, tool, groups, professional, welcome, telegram, pizzi, curicas, drosten","[0.346, 0.0377, 0.0377, 0.0376, 0.0376, 0.0372, 0.0243, 0.0226, 0.0226, 0.0226]"
982,"atingirmos, televisoes, 210, ar, europa, maximo, brasileiros, compartilhe, todas, milhoes","[0.4009, 0.3239, 0.3064, 0.1313, 0.1169, 0.0748, 0.0549, 0.045, 0.0406, 0.0351]"
983,"tmedireitologicoparatodos, varrida, mostraram, tapalo, vieram, subsequente, porrada, curiosidades, inevitaveis, megassena","[0.285, 0.1595, 0.0994, 0.0981, 0.0882, 0.0868, 0.0835, 0.0828, 0.0805, 0.0693]"
984,"brasilolinda, olinda, 27, laranjeira, sergipe, theodoro, conectese, feedback, henrique, ativar","[0.0581, 0.0526, 0.048, 0.0469, 0.0448, 0.0445, 0.0372, 0.0365, 0.0354, 0.0347]"
985,"acabei, resgatar, lucros, 3067, digamme, investimento, gracas, incrivel, receber, 14000","[0.0673, 0.0543, 0.0412, 0.0332, 0.0332, 0.0309, 0.0297, 0.0279, 0.0256, 0.024]"
986,"kwai, graca, levando, ajude, produtos, levar, cinzas, desinfetante, tambem, cinza","[0.2724, 0.253, 0.1891, 0.1645, 0.1577, 0.0996, 0.0437, 0.0303, 0.0257, 0.0244]"
987,"aconselhar, subindo, passagem, advogado, manifestantes, invalidado, prejudicalo, bolsanaro, invalida, 72hs","[0.021, 0.0204, 0.017, 0.0164, 0.0155, 0.0149, 0.0147, 0.0147, 0.0147, 0.0146]"
988,"anomalias, convocam, argentinos, especialistas, coletiva, detectadas, gettr, twitch, umuaramanews, umuarama","[0.3103, 0.2897, 0.2375, 0.1834, 0.1739, 0.0993, 0.0856, 0.0483, 0.0435, 0.0401]"
989,"fisico, fatosvida, degdegdegdeg, buscarem, engloba, auxiliar, faceis, saudavel, visando, ausencia","[0.1189, 0.1143, 0.1127, 0.1043, 0.1026, 0.0866, 0.083, 0.0813, 0.0778, 0.0764]"
990,"pdf, sunday, valerio, 3x, esclarecer, declaracoes, vendido, elaborado, pdfpdf, compartilharem","[0.2358, 0.1224, 0.1209, 0.1168, 0.0994, 0.0878, 0.0859, 0.073, 0.0687, 0.0659]"
991,"215461, 7979, blacklist, filter, 2989, pedos, pedophiles, protecting, cp, currently","[0.0699, 0.0699, 0.0699, 0.0689, 0.0681, 0.0673, 0.0673, 0.0658, 0.0605, 0.0554]"
992,"colesterol, farmaceutica, industria, fortuna, farmacia, utiliza, estatinas, riqueza, jabs, remedios","[0.0638, 0.0569, 0.0464, 0.0378, 0.0364, 0.0351, 0.0307, 0.0267, 0.0217, 0.0194]"
993,"casa, busaopara, caminhoneirosa, luts, decore, ficavamos, andaremos, criancasse, rabao, vasa","[0.0663, 0.0225, 0.0225, 0.0225, 0.0225, 0.0207, 0.0207, 0.0207, 0.0207, 0.0196]"
994,"fishing, comemorativas, pts, colabore, informativo, selic, 1375, grama, voluntariamente, temperatura","[0.0128, 0.0127, 0.0122, 0.0121, 0.0116, 0.0113, 0.0112, 0.011, 0.0109, 0.0108]"
995,"igor, raminhos, 41, andre, mato, grosso, conectese, feedback, ativar, bot","[0.152, 0.0829, 0.0825, 0.0744, 0.0705, 0.0702, 0.035, 0.0329, 0.0312, 0.0283]"
996,"greve, strike, desaminar, frisou, torto, geral, autosuficiencia, criemos, graeml, potenciais","[0.1394, 0.0621, 0.0523, 0.0442, 0.0344, 0.0327, 0.0323, 0.0323, 0.0314, 0.0277]"
997,"prf, transporte, rodoviaria, silvinei, operacoes, corporacoes, estradas, vasques, corporacao, diretoresgerais","[0.0263, 0.0242, 0.0212, 0.0183, 0.0141, 0.0139, 0.0139, 0.0134, 0.0121, 0.0119]"
998,"ultimosegundo, final, ultimo, jaboc, pedidoq, gogmagog, clubedeautores, lancamento, institutospesquisadores, falarao","[0.6141, 0.0856, 0.0642, 0.0459, 0.0459, 0.0459, 0.042, 0.0404, 0.0384, 0.0347]"
999,"governador, 44, cunha, 22, governadora, lima, 45, onyx, manato, acm","[0.0751, 0.0483, 0.0459, 0.0302, 0.0285, 0.0282, 0.027, 0.026, 0.0256, 0.0251]"
1000,"excesso, mortes, mortalidade, ema, europa, criancas, europeia, mortalidad, aprovou, exceso","[0.0656, 0.0533, 0.0315, 0.0309, 0.0269, 0.0236, 0.0176, 0.0168, 0.0162, 0.0149]"
1001,"impossivelmente, becos, desvantagens, acumulados, instavel, rende, negocio, cofre, fundos, imoveis","[0.045, 0.0447, 0.0442, 0.0423, 0.041, 0.0395, 0.0389, 0.0389, 0.0385, 0.0368]"
1002,"4200, preencha, atualizados, mato, grosso, confirmado, forms, amapa, formulario, temporariamente","[0.1051, 0.0565, 0.0458, 0.0446, 0.0444, 0.042, 0.0414, 0.0401, 0.0401, 0.039]"
1003,"verba, zerado, imposto, estudantes, palestras, recorde, sindical, antidemocratico, emissoras, cortou","[0.0239, 0.0208, 0.0201, 0.0201, 0.0192, 0.0189, 0.0185, 0.0183, 0.0173, 0.0172]"
1004,"notificacoes, aperte, sininho, dobro, dantas, flow, encaminhe, unirmos, 1800, claudio","[0.0617, 0.06, 0.0579, 0.0532, 0.051, 0.051, 0.051, 0.0497, 0.044, 0.0418]"
1005,"pq, nomes, nome, qlq, gac, relembrando, vddo, frenteliguem, direit, fazta","[0.0407, 0.0372, 0.0362, 0.0338, 0.0264, 0.0246, 0.0228, 0.0228, 0.0228, 0.0228]"
1006,"oxido, grafeno, rna, dna, nanoparticulas, nanotecnologia, injecoes, wagh, spike, pfizer","[0.0416, 0.0355, 0.0237, 0.0234, 0.0227, 0.022, 0.0206, 0.0199, 0.0196, 0.0185]"
1007,"brunelli, oswaldo, cavalheiro, idade, cassio, 24, osasco, conectese, feedback, ativar","[0.177, 0.1723, 0.0674, 0.0586, 0.0565, 0.0462, 0.0391, 0.0359, 0.0337, 0.032]"
1008,"domingos, osasco, almeida, artur, 29, elias, norte, conectese, feedback, ativar","[0.11, 0.1018, 0.0959, 0.0915, 0.081, 0.0781, 0.0412, 0.0351, 0.033, 0.0313]"
1009,"obtenha, bemsucedido, sobrevivencia, adequado, quantia, clicar, pequena, comece, sonhos, muda","[0.0806, 0.0793, 0.0749, 0.0723, 0.0698, 0.0688, 0.0655, 0.0552, 0.0542, 0.0538]"
1010,"patriotabr, patriota, emocionar, patriotas, humildemente, video, criaramacorda, patriotabrasil, migalhasso, patriota3221","[0.3136, 0.0816, 0.0408, 0.0356, 0.035, 0.0338, 0.0323, 0.0323, 0.0323, 0.0323]"
1011,"ignorou, caladinha, ocultar, apreenderam, quebraram, poderosos, bo, basico, doentes, denunciando","[0.1193, 0.0871, 0.0855, 0.0772, 0.0759, 0.0755, 0.0651, 0.0608, 0.059, 0.0565]"
1012,"mentimos, iluda, venceram, muitod, michelle, abafando, algoritmos, status, protestar, zap","[0.1044, 0.0869, 0.0828, 0.08, 0.0724, 0.069, 0.0689, 0.0675, 0.0673, 0.0638]"
1013,"goncalo, juan, barroso, 29, conectese, feedback, ativar, bot, comigo, comecar","[0.2198, 0.2195, 0.1364, 0.0989, 0.0373, 0.0351, 0.0333, 0.0302, 0.0271, 0.0216]"
1014,"habeas, corpus, assinadopdf, stj, enviando, apreciados, email, nutre, simpatia, judiciaria","[0.4977, 0.4963, 0.4898, 0.2478, 0.1646, 0.085, 0.0812, 0.0804, 0.0622, 0.0432]"
1015,"tony, invadem, foto, jogador, albeniz, posta, brazil, caminhoneiros, alves, domingo","[0.7048, 0.1233, 0.0697, 0.0609, 0.044, 0.041, 0.0377, 0.0293, 0.0291, 0.0278]"
1016,"ampla, tributaria, reforma, sucedeu, propondo, paguem, diariodopoder, excluido, magica, rousseff","[0.0833, 0.0781, 0.0605, 0.0494, 0.0464, 0.0437, 0.0431, 0.0397, 0.0354, 0.0339]"
1017,"sid, sidney, fotopdf, sidy, ynhsd, foto, sf, muser, lmd, gso","[0.5797, 0.4861, 0.3955, 0.3762, 0.3267, 0.1586, 0.1447, 0.1401, 0.0976, 0.0976]"
1018,"criaremos, pesquise, bloquear, atualizados, ativo, procure, bloqueado, criando, atualmente, bloqueados","[0.1438, 0.1212, 0.1039, 0.0748, 0.0579, 0.0567, 0.0563, 0.0552, 0.0518, 0.0511]"
1019,"paranapesquisascombr, entramos, divulgada, telefone, site, pesquisa, pergunta, parana, pesquisas, dao","[0.1548, 0.1338, 0.1083, 0.1035, 0.0788, 0.0759, 0.0706, 0.0656, 0.0445, 0.04]"
1020,"ana, foto, , , , , , , , ","[0.9583, 0.1725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1021,"comentados, primatas, derruba, escrutinio, apague, atrai, inocentado, perfil, ordena, assuntos","[0.0923, 0.0735, 0.0717, 0.0571, 0.0532, 0.0524, 0.0515, 0.049, 0.0449, 0.0439]"
1022,"eliane, foto, recalton, posando, 1903, fotografo, gigantes, james, india, americano","[1.6302, 0.1584, 0.0866, 0.0725, 0.0725, 0.059, 0.0364, 0.0312, 0.0297, 0.0222]"
1023,"newsatual, noticiasmundial, noticiasmundialcombr, enquente, parceiro, conluio, foda, irretocavel, revelado, lido","[0.5592, 0.2786, 0.1952, 0.1901, 0.1062, 0.0971, 0.0928, 0.0865, 0.082, 0.064]"
1024,"ip, portugal, beja, susana, mexer, coordenacao, criei, exterior, bloqueados, podem","[0.2309, 0.1906, 0.0996, 0.0851, 0.0775, 0.0734, 0.065, 0.0466, 0.0388, 0.0321]"
1025,"devem, averiguar, continuaremos, glo, armadas, proibir, encaminhar, possivel, cabendo, garantirem","[0.0326, 0.029, 0.027, 0.024, 0.0226, 0.0224, 0.0198, 0.0198, 0.0196, 0.0195]"
1026,"izabel, viei, machado, claudio, luis, video, amelia, samuel, , ","[0.88, 0.6492, 0.314, 0.2283, 0.1844, 0.063, 0.0272, 0.0218, 0.0, 0.0]"
1027,"vilarinho, velha, vila, antunes, aldeia, jorge, 32, leandro, conectese, feedback","[0.15, 0.1463, 0.0928, 0.0728, 0.0639, 0.0626, 0.0508, 0.0378, 0.0349, 0.0328]"
1028,"amem, trindade, santissima, paz, jesus, cristo, suplicas, espirito, senhor, guardara","[0.0278, 0.0247, 0.0241, 0.0234, 0.0206, 0.0176, 0.0175, 0.0168, 0.0141, 0.0135]"
1029,"pagante, apressese, frasefotovideo, sabatinanarecord, alavancar, publiquem, bolsonaronarecord, consistente, jef, pagamos","[0.0799, 0.0681, 0.0638, 0.0599, 0.0558, 0.0537, 0.053, 0.053, 0.0528, 0.0524]"
1030,"ligapatriota, horarios, curte, contatos, blog, comenta, pauta, dormindo, feriado, participe","[0.0872, 0.0595, 0.0583, 0.0583, 0.0551, 0.0519, 0.0425, 0.0376, 0.0359, 0.0327]"
1031,"22, rua, cristao, siga, rrespostem, vota, comunista, andryahu, ligapatriota, blog","[0.1391, 0.0634, 0.0236, 0.0212, 0.0175, 0.0149, 0.0145, 0.0073, 0.0053, 0.0051]"
1032,"descriminalizar, desmilitarizar, premissa, genocidio, inclui, opositores, libertar, julgar, 400, excecao","[0.1663, 0.1596, 0.1548, 0.1219, 0.1191, 0.1147, 0.1059, 0.0978, 0.0821, 0.0774]"
1033,"rosangela, rosana, rosa, rosado, rosabelle, managing, tool, groups, professional, welcome","[0.1049, 0.0839, 0.0731, 0.0604, 0.0442, 0.0385, 0.0385, 0.0384, 0.0384, 0.038]"
1034,"medicospelavidacovid19, medicos, mpv, comemorase, estarrecidos, inusitada, cfm, amordacados, comemoracoes, medico","[0.0504, 0.0353, 0.0351, 0.0349, 0.0343, 0.0329, 0.0327, 0.0319, 0.0288, 0.0273]"
1035,"2013se, arrombando, saltando, abominacao, levitico, tucker, ipec, praticado, surpreendido, deitar","[0.0734, 0.0639, 0.0631, 0.0619, 0.0616, 0.0559, 0.0553, 0.0549, 0.0539, 0.052]"
1036,"diogo, managing, tool, groups, professional, welcome, diogenes, telegram, calmeiro, chejade","[0.2564, 0.0372, 0.0372, 0.0372, 0.0372, 0.0368, 0.0334, 0.0239, 0.0233, 0.0233]"
1037,"confirme, deposito, senhor, favor, reinvesti, leonidas, renato, souberem, fatura, reinvestir","[0.4973, 0.3642, 0.1438, 0.107, 0.0768, 0.0444, 0.0294, 0.0269, 0.0233, 0.0215]"
1038,"voto, buriticupuma, repassa, bolsonaro, colinha, procura, publicacao, declara, votei, aliados","[0.1125, 0.0702, 0.0265, 0.026, 0.0257, 0.0244, 0.0168, 0.0164, 0.0153, 0.0152]"
1039,"fedorentos, seboso, lixos, porco, apoiadores, impossiveis, causas, impossivel, colocoa, paraliticos","[0.2408, 0.2403, 0.2257, 0.2239, 0.1484, 0.0174, 0.0133, 0.0122, 0.0118, 0.0117]"
1040,"economist, incerta, recua, meirelles, empate, empatados, colocando, apaga, vencera, preve","[0.0966, 0.0725, 0.0469, 0.0465, 0.0458, 0.044, 0.0424, 0.0404, 0.039, 0.0368]"
1041,"asmar, perguntam, positivos, exclusiva, thiago, figueiredo, arena, produzem, arriscar, promo","[0.198, 0.1734, 0.1418, 0.1322, 0.1159, 0.1087, 0.0919, 0.0913, 0.084, 0.0649]"
1042,"acompanhe, pronto, vivo, compartilhe, amigos, keepjoining, amiga, buddy, bares, restaurantes","[0.4676, 0.2548, 0.1425, 0.0894, 0.0873, 0.0366, 0.0226, 0.0213, 0.02, 0.0169]"
1043,"truthsocial, truthbr, hashtag, truthsocialcom, disponivel, trump, noutras, engambelar, social, playstore","[0.0869, 0.0822, 0.0483, 0.0479, 0.0409, 0.0404, 0.0391, 0.0387, 0.0372, 0.037]"
1044,"guimaraes, fotor, compartilhada, foto, excelente, images, imagesjpeg, 7jpeg, 60jpeg, 554x554","[1.1559, 0.3558, 0.2541, 0.1313, 0.1264, 0.0965, 0.0751, 0.0751, 0.0751, 0.0751]"
1045,"mete, campanha, oto, doem, pena, linda, cocegas, liberdadra, ventiladoracredito, paduarjlotou","[0.0925, 0.0851, 0.0466, 0.0361, 0.0287, 0.0269, 0.0268, 0.0268, 0.0268, 0.0268]"
1046,"trabalha, espera, melhores, melhor, parabens, plataforma, sempre, companheiro, retornos, possamos","[0.2293, 0.1774, 0.1619, 0.0634, 0.063, 0.0562, 0.0405, 0.0311, 0.0285, 0.0219]"
1047,"authorization, kicked, action, sent, without, has, 5229287955, 5716544436, 5519178803, 5361263532","[0.5575, 0.5489, 0.4814, 0.3864, 0.2882, 0.1524, 0.0231, 0.0231, 0.0231, 0.0231]"
1048,"tomemos, acusalo, desfeitos, tomam, concorrer, motoqueiros, permanece, aprovacao, efetiva, significativa","[0.0335, 0.0327, 0.0316, 0.0294, 0.0282, 0.0281, 0.0266, 0.0261, 0.0257, 0.0255]"
1049,"chesterton, asintomaticas, chegada, arritmias, hora, expressou, chegando, arrivals, adds, pensonao","[0.0752, 0.0631, 0.0625, 0.0543, 0.0531, 0.0452, 0.0402, 0.0344, 0.0344, 0.0344]"
1050,"arrepender, abrir, video, repetidos, atrasado, chato, tentei, assistiu, pingos, olhem","[0.865, 0.4315, 0.0578, 0.035, 0.0303, 0.0279, 0.0231, 0.0206, 0.0191, 0.0152]"
1051,"avisar, aviso, comemorem, decretado, sitio, conseguimos, amargo, alerta, exaustivos, importantecompartilhe","[0.2688, 0.164, 0.1252, 0.1077, 0.0671, 0.0636, 0.0603, 0.0554, 0.0515, 0.0515]"
1052,"encerrado, 1h00, mantivemos, retransmitindo, 240, superlivebolsonaro22, indecisosnulos, online, sairem, live","[0.0559, 0.0496, 0.0491, 0.0475, 0.0383, 0.0366, 0.0355, 0.0288, 0.0271, 0.0257]"
1053,"lobos, lobo, ovelhas, cordeiro, ovelha, pele, cabras, acariciando, cabra, cordeirinhos","[0.1384, 0.109, 0.0891, 0.0868, 0.0639, 0.0635, 0.039, 0.0343, 0.033, 0.0287]"
1054,"igor, gabriel, jo, 42, pernambuco, tere, conectese, feedback, ativar, bot","[0.2, 0.1354, 0.1147, 0.1074, 0.0939, 0.0653, 0.0333, 0.0313, 0.0297, 0.0269]"
1055,"pires, sorocaba, william, 23, maua, diego, leao, conectese, feedback, ativar","[0.1889, 0.1705, 0.1525, 0.0776, 0.0634, 0.0423, 0.0413, 0.0373, 0.0351, 0.0333]"
1056,"flow, 126, tarcisio, freitas, menino, recente, testemunhos, encarando, bons, figuras","[0.1582, 0.1173, 0.0823, 0.0793, 0.0557, 0.0503, 0.0496, 0.0494, 0.0387, 0.0313]"
1057,"nuclear, nucleares, hiroshima, nagasaki, atomicas, bombas, heiwaco, radioativos, fisicos, atomica","[0.0873, 0.0491, 0.0423, 0.0419, 0.0301, 0.0293, 0.024, 0.023, 0.0229, 0.0219]"
1058,"dono, consegui, empresa, nesta, obrigado, investir, ich, tmeglobaltradinginvestmet, guild, eingezahlt","[0.2228, 0.2139, 0.1313, 0.0897, 0.07, 0.0598, 0.0269, 0.0214, 0.0214, 0.0196]"
1059,"anao, 0825h, singapura, 12427, 17890, 1245, 8789, 5175, 1348, 327","[0.0606, 0.0556, 0.052, 0.052, 0.052, 0.0519, 0.0518, 0.0505, 0.0501, 0.0495]"
1060,"ederson, rodrigues, stela, video, , , , , , ","[1.426, 0.714, 0.0903, 0.0658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1061,"maringa, natan, belmonte, henriques, praia, 28, paiva, 35, felipe, feedback","[0.1601, 0.1144, 0.1137, 0.1025, 0.0517, 0.0408, 0.0395, 0.0372, 0.036, 0.0343]"
1062,"ligapatriota, maiores, acesse, inscreva, informacoes, telegram, atualizacoesso, simeduc, canal, comunicados","[0.3391, 0.1679, 0.1408, 0.0899, 0.0865, 0.0271, 0.0269, 0.0269, 0.0253, 0.0181]"
1063,"marinesvirtual, youtubetfaoyb4lmqo, youtubezjvybv3ynrq, youtubeom4zv4vuixq, oasorgescidhjsform, marines, youtubeslsozvagite, youtubeqspk6duz4zc, recrutamento, youtubecomcinteligc3a","[0.8465, 0.6826, 0.5521, 0.5521, 0.3424, 0.2896, 0.1879, 0.1879, 0.1244, 0.094]"
1064,"multiplica, senta, prazer, envieme, ama, festa, vira, deposito, duvida, diante","[0.2209, 0.1589, 0.1336, 0.1221, 0.1021, 0.0873, 0.0827, 0.0799, 0.0657, 0.065]"
1065,"tmedireitologicoparatodos, truthsocial, emocoes, racionalizacoes, intimidacoes, irrita, roveran, vista, mandara, veremos","[0.4529, 0.4267, 0.2029, 0.1601, 0.1417, 0.1058, 0.1032, 0.0956, 0.0731, 0.0718]"
1066,"enganados, cqc, estuprava, marconaria, ungir, ungiu, fajutas, edicoes, postando, montagens","[0.0253, 0.0211, 0.0208, 0.0201, 0.0183, 0.018, 0.0178, 0.0172, 0.0168, 0.0157]"
1067,"inscreva, canal, inscrevase, inscreve, desistam, 30, nacao, 22, , ","[0.3236, 0.0887, 0.0738, 0.0537, 0.0264, 0.0078, 0.0074, 0.0025, 0.0, 0.0]"
1068,"alegria, obrigado, vida, maior, ruego, perfecto, heartiest, imaginemos, belos, linda","[0.397, 0.1246, 0.096, 0.0856, 0.0377, 0.0377, 0.0343, 0.0332, 0.029, 0.0274]"
1069,"vergonha, shame, agonia, cansam, foll, enttase, pensarquando, argume, poupese, cnbbque","[0.1761, 0.038, 0.029, 0.0275, 0.0265, 0.0265, 0.0265, 0.0265, 0.0265, 0.0265]"
1070,"universos, generosidades, repletos, pertencem, criador, sigamos, divino, bencaos, gratidao, neles","[0.2561, 0.1553, 0.1517, 0.1213, 0.1208, 0.1104, 0.1016, 0.0959, 0.0795, 0.0657]"
1071,"maia, 8250, heber, lulismo, cadida, rodrigo, agripino, potiguar, virgilio, surpresa","[0.4711, 0.2621, 0.2226, 0.1172, 0.0773, 0.0737, 0.0658, 0.0658, 0.0658, 0.0574]"
1072,"bolsonaronopilhado, pilhado, dom, bater, podcast, recorde, 9h00, bolsonaronarecord, 10h00, arregou","[0.1467, 0.0777, 0.076, 0.0678, 0.0617, 0.0608, 0.0518, 0.0518, 0.0511, 0.0467]"
1073,"acreditaram, prol, entregar, caracterizaria, bolsonar22, poruqe, obtivemos, encerramos, 25847, sugerimos","[0.0558, 0.0489, 0.0305, 0.0268, 0.0268, 0.0268, 0.0267, 0.0255, 0.0247, 0.0233]"
1074,"supermercados, vendelos, bugs, finalizando, insetos, unido, dn, estocar, baixa, brasilsemmedo","[0.1114, 0.0702, 0.0696, 0.0643, 0.0603, 0.0587, 0.0583, 0.058, 0.0557, 0.0547]"
1075,"systeem, je, het, proibida, dat, vrij, criptomoedasnfts, sentar, dedo, careca","[0.0368, 0.0343, 0.0334, 0.0326, 0.0316, 0.0315, 0.0315, 0.0313, 0.0297, 0.0267]"
1076,"voltamos, troque, topa, espalhe, normal, ideia, comboio, segunda, alvorada, pesquisa","[0.1309, 0.1296, 0.1252, 0.0914, 0.0644, 0.0588, 0.0492, 0.0467, 0.037, 0.0319]"
1077,"whatsap, fotografe, alegam, avisa, alerta, mover, titulo, comprovante, titulos, telegran","[0.0875, 0.087, 0.0701, 0.0554, 0.0468, 0.041, 0.0406, 0.0365, 0.0343, 0.0333]"
1078,"desmascarando, desmascara, grava, realizam, falacia, carla, cecato, emocionante, sertao, zambelli","[0.0593, 0.0511, 0.048, 0.0436, 0.043, 0.0418, 0.0415, 0.0386, 0.0384, 0.0333]"
1079,"paypal, 2500, desinformacao, multa, multando, zerei, incorretas, usuarios, incluia, 250000","[0.1885, 0.068, 0.0563, 0.0466, 0.0284, 0.0275, 0.0269, 0.0263, 0.0249, 0.0244]"
1080,"confirme, deposito, inimiga, hibrida, insistir, considerada, milicia, adversario, sexual, atacar","[0.1569, 0.1099, 0.1065, 0.089, 0.0848, 0.0782, 0.0774, 0.0765, 0.0701, 0.0668]"
1081,"duvidemos, costume, pagam, bemsucedida, quantia, capacidade, retirada, pagamento, desta, pendentes","[0.2315, 0.1716, 0.1461, 0.1273, 0.1259, 0.1024, 0.0673, 0.0642, 0.046, 0.0323]"
1082,"elege, bancada, cabreira, olinda, estranho, dep, luca, camara, ficou, senado","[0.1465, 0.13, 0.1187, 0.1179, 0.0854, 0.0834, 0.0829, 0.0659, 0.0617, 0.0491]"
1083,"aparecido, interativo, santana, zoom, zeradas, ts, goo, diretos, freedom, mapa","[0.2707, 0.1395, 0.1343, 0.1291, 0.107, 0.1006, 0.0994, 0.0956, 0.0929, 0.0802]"
1084,"estelionato, servidao, barbarie, optar, alcalo, prometeu, analista, horripilante, grave, exator","[0.0527, 0.0502, 0.0455, 0.0449, 0.0424, 0.0379, 0.0377, 0.0375, 0.037, 0.036]"
1085,"142, art, artigo, pedir, prejudica, intervencao, ferra, militar, assistam, federal","[0.0796, 0.0447, 0.0377, 0.0338, 0.027, 0.0187, 0.0184, 0.0175, 0.0171, 0.0167]"
1086,"acre, 34, rodrigo, conectese, feedback, ativar, bot, comigo, comecar, ganhar","[0.175, 0.1175, 0.1162, 0.04, 0.0376, 0.0357, 0.0323, 0.0291, 0.0231, 0.0198]"
1087,"pombos, corvos, papagaiosbr, ptista, utilizados, maricy, falcatruas, vogel, costumam, aves","[0.0934, 0.0643, 0.0491, 0.0423, 0.0387, 0.0347, 0.0345, 0.0336, 0.0295, 0.0287]"
1088,"certificarseao, transaccoes, 30k, corretores, sucedidas, certificados, contribuiu, continuarao, ajudalo, gestores","[0.0957, 0.0957, 0.0909, 0.0886, 0.0809, 0.0722, 0.072, 0.0685, 0.0641, 0.0623]"
1089,"expressamos, paralelamente, baboseiras, reeleicao, impossibilitando, divulgacoes, decidimos, afim, excessao, 123","[0.0481, 0.0458, 0.045, 0.043, 0.0424, 0.0382, 0.038, 0.0347, 0.0344, 0.0342]"
